accuracy,bathType,bedType,bedroomType,checkin,cleanliness,communication,guestSatisfaction,isSuperhost,latitude,location,longitude,numBaths,numBeds,numGuests,numHostReviews,numReviews,numRooms,price,rating,responseTimeShown,roomID,roomType,shortDesc,value
10,shared bath,beds,bedroom,10,8,10,90,false,40.76500598538812,9,-73.94069243168784,1,2,4,,115,1,38,4.5,,14398761,,Private room,8
,shared bath,bed,bedroom,,,,,false,40.816519050048406,,-73.93682526489432,1,1,2,1,,1,31,,,22654792,,Private room,
,private baths,bed,bedroom,,,,,false,40.767230967604185,,-73.93492947166048,1.5,1,3,,,1,37,,,19664338,,Private room,
,bath,bed,bedroom,,,,,true,40.72363935499578,,-74.03566352357791,1,1,6,,,1,30,,,23073249,,Entire home/apt,
10,shared bath,beds,bedroom,10,10,10,96,true,40.77929895421138,10,-74.01247308720981,1,2,3,70,69,1,40,5,,16999874,,Private room,10
,bath,beds,bedroom,,,,,false,40.80228272978722,,-73.93902662463914,1,2,3,,,1,35,,,22925367,,Shared room,
9,bath,bed,bedroom,10,9,9,94,true,40.79055343334707,9,-74.01478503746243,1,1,2,,72,1,30,4.5,,15775061,,Private room,9
10,shared baths,bed,bedroom,10,9,10,93,false,40.6943684581667,9,-73.94661148739334,2,1,2,,324,1,35,4.5,,2284027,,Private room,9
10,shared bath,bed,bedroom,10,10,10,98,false,40.818066228218115,10,-73.95487223272653,1,1,1,,10,1,30,5,,21394087,,Private room,10
10,shared bath,bed,bedroom,10,10,10,96,false,40.70076388726288,9,-73.92281869196954,1,1,1,,94,1,35,5,,1294894,,Private room,10
10,shared bath,bed,bedroom,10,10,10,99,true,40.79255971381756,9,-74.00110361343069,1,1,2,27,27,1,35,5,,20639705,,Private room,10
9,shared bath,bed,bedroom,10,9,10,93,false,40.78024748224425,9,-73.94802204999661,1,1,2,61,60,1,40,4.5,,17533091,,Private room,9
,shared bath,bed,bedroom,,,,,false,40.695521978245935,,-73.94835124213512,1,1,2,,,1,35,,,23093320,,Private room,
,shared bath,bed,bedroom,,,,,false,40.76570499827012,,-73.92294929154005,1,1,2,,,1,30,,,22811514,,Private room,
9,bath,bed,bedroom,10,8,10,88,false,40.76731435078727,10,-73.95419461034581,1,1,1,,52,1,31,4.5,,17544220,,Shared room,8
10,shared bath,bed,bedroom,10,9,10,95,false,40.70665541655028,10,-73.93666012638117,1,1,2,,25,1,30,5,,16160189,,Private room,9
10,shared bath,beds,bedroom,10,10,10,99,false,40.773385243030376,9,-74.03223094179403,1,2,4,,34,1,35,5,,15956931,,Private room,10
,shared bath,bed,bedroom,,,,,false,40.69225864975291,,-73.9268119675402,1,1,2,,,1,38,,,22847493,,Private room,
9,bath,beds,bedroom,8,8,9,82,false,40.75654396149676,10,-73.98706808895226,1,2,6,,9,1,40,4,,21352763,,Private room,8
10,shared baths,beds,bedroom,10,10,10,98,true,40.793344882042106,10,-73.94568142211905,2,3,3,,34,1,39,5,,21751800,,Private room,10
10,shared bath,beds,bedroom,9,10,10,100,false,40.7315638285081,10,-73.98534014609137,1,2,3,18,9,1,30,5,,22497160,,Private room,10
,bath,bed,bedroom,,,,,false,40.75073099087759,,-73.98673691347176,1,1,1,,,1,35,,,22810113,,Shared room,
9,bath,bed,bedroom,9,7,9,84,false,40.76674960301389,10,-73.95427719381564,1,1,1,,61,1,33,4,,17544058,,Shared room,7
10,bath,bed,bedroom,10,9,10,90,false,40.72362592735327,10,-73.98794504197863,1,1,2,,33,1,30,4.5,,19206694,,Shared room,9
10,shared bath,beds,bedroom,10,9,10,96,true,40.79428057527596,9,-73.94432544442168,1,3,4,,15,1,35,5,,22268166,,Private room,9
10,baths,beds,bedrooms,10,10,10,99,false,40.76791001806405,10,-73.96508625938243,5,5,0,,25,5,2300,5,,2659183,,Entire home/apt,10
10,baths,beds,bedrooms,9,9,9,92,false,40.73409773906296,10,-74.00433823518378,2.5,2,4,24,24,2,1000,4.5,,11033590,,Entire home/apt,9
10,baths,beds,bedrooms,10,10,10,100,false,40.717348623472084,10,-74.00605162624335,2.5,2,4,9,4,2,1085,5,,21948560,,Entire home/apt,10
,private bath,bed,bedroom,,,,,false,40.76053350726173,,-73.97528499494713,1,1,2,1,,1,1080,,,20755969,,Private room,
,baths,beds,bedrooms,,,,,false,40.74571647081437,,-73.9755388415207,2,3,7,,,2,999,,,22345138,,Entire home/apt,
10,baths,beds,bedrooms,10,8,10,100,false,40.73658235224859,10,-73.9793029263715,2,6,5,,4,5,1600,5,,9430805,,Entire home/apt,8
10,baths,beds,bedrooms,10,10,10,95,false,40.73740849701247,10,-74.00129850259941,2.5,6,6,,16,5,1450,5,,18323408,,Entire home/apt,10
9,baths,beds,bedrooms,10,9,9,97,true,40.74905172621029,10,-73.99245220640711,1.5,5,0,,7,4,1006,5,,19178296,,Entire home/apt,9
,baths,beds,bedrooms,,,,,false,40.76518000426127,,-73.9786034304251,2.5,2,4,,,2,1095,,,6185175,,Entire home/apt,
,baths,beds,bedroom,,,,,false,40.74370365241724,,-73.98866659682577,2,2,4,,,1,999,,,20582155,,Entire home/apt,
,baths,beds,bedrooms,,,,,true,40.76448205035429,,-74.02078465487655,4,9,6,,,8,1190,,,20678753,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.73220168085883,,-74.00237485584977,5,4,0,2,,4,1000,,,18422285,,Entire home/apt,
10,baths,beds,bedrooms,10,10,10,98,true,40.7430771388546,10,-73.9770914832253,3,4,4,,69,4,1000,5,,9586130,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,100,true,40.723180452977715,10,-74.0022312653289,3.5,5,0,,15,3,3750,5,,17666300,,Entire home/apt,10
8,baths,beds,bedrooms,9,9,9,80,false,40.76676854417806,10,-73.96728150249373,2,6,8,,5,3,1000,4,,21620334,,Entire home/apt,9
10,baths,bed,bedroom,10,10,10,98,true,40.74067882832071,10,-73.98999467010007,1.5,1,6,,89,1,1200,5,,7047808,,Entire home/apt,10
,bath,bed,Studio,,,,,true,40.728378075636186,,-73.98538583514464,1,1,2,125,,0,110,,,12267734,,Entire home/apt,
,bath,bed,Studio,,,,,false,40.71996031723156,,-73.96417102514494,1,1,2,,,0,127,,,22116814,,Entire home/apt,
,bath,bed,Studio,,,,,false,40.736963800992086,,-74.0039655198359,1,1,2,,,0,125,,,22176542,,Entire home/apt,
10,bath,beds,bedroom,10,9,10,94,false,40.74806425394963,10,-73.97170013597137,1,2,4,,95,1,139,4.5,,13089249,,Entire home/apt,9
10,bath,bed,Studio,10,9,10,95,true,40.75552617083033,10,-73.99459972268812,1,1,2,,86,0,139,5,,11680375,,Entire home/apt,9
10,bath,beds,bedroom,10,10,10,95,true,40.735060823033706,9,-73.95392338061228,1,2,4,117,111,1,144,5,,14314,,Entire home/apt,10
10,bath,bed,Studio,10,9,10,94,false,40.75003112582147,10,-73.99647349299863,1,1,2,,7,0,150,4.5,,22144662,,Entire home/apt,9
9,private bath,bed,bedroom,10,9,9,91,false,40.76140391873738,10,-73.9895432298314,1,1,2,,108,1,155,4.5,,6795568,,Private room,9
10,baths,beds,bedrooms,10,10,10,97,true,40.74713359557491,9,-74.04452394446209,2,5,8,101,29,3,155,5,,19160295,,Entire home/apt,10
10,bath,bed,bedroom,10,9,10,96,false,40.77392480357984,10,-73.978515089249,1,1,2,,77,1,169,5,,697499,,Entire home/apt,9
10,bath,bed,Studio,10,10,10,97,true,40.77571247684042,10,-73.97756689651536,1,1,2,,276,0,163,5,,3888752,,Entire home/apt,10
10,private baths,bed,bedroom,10,10,10,95,false,40.72217695766128,10,-73.99403990026867,2,1,2,,5,1,175,5,,2461982,,Private room,10
9,baths,beds,bedrooms,9,10,9,94,false,40.74926734060212,10,-73.99264367498685,1.5,4,6,,14,3,180,4.5,,21126158,,Entire home/apt,10
,baths,beds,bedrooms,,,,,true,40.72532047777478,,-74.03570093156313,2,3,6,,,2,175,,,20504196,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.77341515321127,,-73.95578881509927,1,1,2,9,,1,179,,,22688123,,Entire home/apt,
,bath,beds,bedroom,,,,,false,40.765530625829406,,-73.95228936438934,1,2,4,8,,1,190,,,22400912,,Entire home/apt,
9,bath,bed,Studio,10,8,10,90,false,40.72200647154945,9,-73.97727550551403,1,1,2,,45,0,185,4.5,,647598,,Entire home/apt,8
,bath,beds,bedroom,,,,,false,40.73061051353558,,-74.00324595642108,1,4,4,,,1,185,,,22382300,,Entire home/apt,
,bath,beds,bedroom,,,,,false,40.75114095512313,,-73.9985819202157,1,2,4,1,,1,181,,,23006602,,Entire home/apt,
10,bath,beds,bedroom,10,10,10,100,false,40.734903939539635,10,-74.00617960692007,1,2,4,,4,1,190,5,,21966880,,Entire home/apt,10
9,baths,beds,bedrooms,9,8,8,89,false,40.75775853672062,10,-73.99236385762967,2,3,7,,74,2,190,4.5,,13566201,,Entire home/apt,8
10,bath,bed,bedroom,10,10,10,98,false,40.72238936628973,10,-73.99617860770786,1,1,2,10,10,1,185,5,,10726217,,Entire home/apt,10
10,bath,bed,Studio,10,10,10,96,false,40.7644261133169,10,-73.96603230542912,1,1,2,,33,0,185,5,,15552862,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,100,false,40.71764823794032,10,-73.95771559251658,2,2,5,,20,2,190,5,,4582781,,Entire home/apt,10
10,bath,bed,bedroom,10,10,10,100,false,40.704225368801694,10,-74.00994472038002,1,1,4,,4,1,189,5,,20998096,,Entire home/apt,10
,bath,beds,bedroom,,,,,false,40.76164686116656,,-73.99930241770655,1,2,4,,,1,190,,,19050687,,Entire home/apt,
10,private baths,beds,bedroom,10,10,10,99,true,40.719211848521496,10,-73.99115918072424,2,3,5,,388,1,182,5,,834190,,Private room,10
10,bath,beds,bedroom,10,10,10,100,true,40.71422127943525,10,-73.95732313547184,1,3,3,47,33,1,175,5,,16204030,,Entire home/apt,10
,bath,beds,bedroom,,,,,true,40.711222901349934,,-73.9498500789909,1,2,4,,,1,175,,,3375448,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.722781255343875,,-74.04183304193656,6.5,8,6,,,7,179,,,17738339,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.723611026453824,,-73.9946682245971,1,1,2,,,1,180,,,19815527,,Entire home/apt,
10,baths,beds,bedroom,10,10,10,100,false,40.71421505696681,10,-74.034796123863,2,4,0,,3,1,179,5,,22437698,,Entire home/apt,10
,bath,bed,bedroom,,,,,false,40.80183394043968,,-73.96373425276325,1,1,1,,,1,980,,,12657888,,Private room,
,baths,beds,Studio,,,,,false,40.71520363253858,,-74.01368250068343,3,2,4,,,0,980,,,22790196,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.72372284992133,,-73.97983987848289,1,1,2,,,1,170,,,15988664,,Entire home/apt,
10,bath,bed,Studio,10,10,10,99,false,40.74418742396873,10,-73.99912502336684,1,1,3,,18,0,175,5,,20688624,,Entire home/apt,10
10,bath,bed,Studio,10,10,10,98,false,40.71173184380774,10,-73.96645627078315,1,1,2,,37,0,170,5,,12485862,,Entire home/apt,10
10,bath,beds,bedrooms,10,10,10,100,false,40.75452543737951,10,-73.9952643685408,1,2,4,5,5,2,180,5,,21883309,,Entire home/apt,10
,bath,beds,bedrooms,,,,,false,40.7275336761839,,-73.98412137119044,1,2,4,,,2,180,,,22907591,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.73491200207374,,-73.99230827487045,1,1,2,,,1,175,,,9401880,,Entire home/apt,
,bath,beds,bedrooms,,,,,false,40.720145490271,,-73.98375532897248,1,5,0,,,3,170,,,22624247,,Entire home/apt,
,bath,bed,bedroom,,,,,false,40.77465679354195,,-73.98942411827204,1,1,2,,,1,170,,,22636700,,Entire home/apt,
10,bath,bed,Studio,10,10,10,97,false,40.761947443363674,10,-73.97148112683395,1,1,2,,109,0,177,5,,15635167,,Entire home/apt,10
10,bath,beds,bedroom,10,10,10,97,true,40.72456732165896,10,-73.9845296189431,1,2,4,72,46,1,175,5,,489018,,Entire home/apt,10
10,bath,beds,Studio,10,9,9,93,false,40.75094210505944,10,-73.96949213607263,1,4,6,29,29,0,175,4.5,,19815841,,Entire home/apt,9
10,bath,bed,Studio,10,10,10,97,false,40.727570786641884,10,-73.98904760303792,1,1,3,99,93,0,175,5,,3220820,,Entire home/apt,10
10,bath,bed,bedroom,10,10,10,98,true,40.72657222073068,10,-73.98813298971208,1,1,2,,88,1,180,5,,2244103,,Entire home/apt,10
10,bath,bed,bedroom,10,10,10,100,false,40.77874069247943,10,-73.98219402195944,1,1,2,,4,1,175,5,,21748229,,Entire home/apt,10
10,bath,bed,bedroom,10,10,10,98,true,40.76346035540372,10,-73.96684368452779,1,1,5,,36,1,180,5,,15500135,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,99,false,40.78006171668499,10,-74.01512526045164,2,5,0,,47,3,180,5,,14920163,,Entire home/apt,10
9,bath,bed,bedroom,10,9,10,92,false,40.733573275966435,10,-74.00722725666867,1,1,2,373,205,1,174,4.5,,456190,,Entire home/apt,9
10,bath,beds,bedroom,9,10,10,100,false,40.71967532611697,10,-73.9535499556704,1,2,3,,4,1,180,5,,22178761,,Entire home/apt,10
10,bath,bed,Studio,10,10,10,99,true,40.73849480724713,10,-74.00589427273073,1,1,2,,94,0,170,5,,7945940,,Entire home/apt,10
,bath,bed,Studio,,,,,false,40.727498414892686,,-73.99167706447219,1,1,2,,,0,180,,,22753775,,Entire home/apt,
10,bath,beds,bedroom,10,10,10,100,false,40.79604583748775,10,-73.97016120111967,1,2,4,,9,1,171,5,,20881397,,Entire home/apt,10
10,bath,beds,Studio,10,10,10,94,false,40.75258539222402,10,-73.97060572556478,1,2,3,,84,0,169,4.5,,13927957,,Entire home/apt,10
9,shared bath,bed,bedroom,9,8,9,90,true,40.72705449676261,9,-73.98598115306669,1,1,2,,6,1,161,4.5,,20468805,,Private room,8
10,bath,bed,Studio,10,10,10,98,true,40.73946521183951,10,-73.9859310490235,1,1,3,,58,0,170,5,,7837952,,Entire home/apt,10
10,bath,beds,bedroom,10,9,10,98,false,40.7070096101167,10,-74.009884094302,1,3,5,,39,1,163,5,,19720832,,Entire home/apt,9
10,bath,bed,bedroom,10,9,10,98,false,40.73398841104912,10,-73.99305089440382,1,1,2,61,46,1,165,5,,6545519,,Entire home/apt,9
9,bath,bed,bedroom,9,9,9,86,false,40.721878521216595,10,-73.99694319390242,1,1,2,246,237,1,169,4.5,,2046131,,Entire home/apt,9
,bath,beds,bedrooms,,,,,false,40.79614346338527,,-73.97348433963354,1,3,7,,,2,160,,,23047986,,Entire home/apt,
10,bath,beds,bedroom,10,10,10,98,false,40.73261678222208,10,-74.00391919606292,1,2,3,,8,1,170,5,,21914338,,Entire home/apt,10
9,bath,bed,Studio,10,10,10,94,false,40.76435173836318,10,-73.9688433654971,1,1,4,,137,0,161,4.5,,6245907,,Entire home/apt,10
10,bath,beds,bedrooms,10,9,10,93,true,40.705801616689435,10,-73.96794981570311,1,3,4,,301,2,165,4.5,,741456,,Entire home/apt,9
10,bath,beds,bedroom,10,9,10,97,true,40.77289517362998,10,-73.95737977845032,1,2,3,,40,1,160,5,,17938814,,Entire home/apt,9
,bath,bed,bedroom,,,,,false,40.75827342347927,,-73.99917840214817,1,1,2,1,,1,165,,,22654527,,Entire home/apt,
,bath,beds,bedroom,,,,,false,40.74092316035832,,-73.99807344471341,1,2,4,,,1,160,,,22494271,,Entire home/apt,
10,bath,bed,bedroom,10,10,10,98,true,40.709461310792776,10,-74.0123546018606,1,1,2,,24,1,170,5,,1286024,,Entire home/apt,10
10,shared bath,bed,bedroom,10,10,10,100,true,40.76738882008761,10,-73.9808731765027,1,1,2,55,6,1,167,5,,21881810,,Private room,10
10,bath,beds,bedroom,10,9,10,94,true,40.741651653050624,10,-73.97966827636051,1,2,4,,22,1,165,4.5,,10091021,,Entire home/apt,9
10,baths,beds,bedrooms,10,10,10,98,false,40.77893921842049,10,-74.0133432389456,2,5,0,,45,3,170,5,,15732805,,Entire home/apt,10
10,bath,bed,bedroom,10,10,10,99,false,40.76319821612609,10,-73.99018996283081,1,1,2,,39,1,165,5,,18693200,,Entire home/apt,10
10,bath,beds,bedroom,10,10,10,95,true,40.8096691724042,10,-73.95295352782243,1,2,3,,79,1,165,5,,12403252,,Entire home/apt,10
,bath,beds,bedroom,,,,,false,40.75990533273213,,-73.98567545599069,1,2,3,,,1,160,,,19998578,,Entire home/apt,
10,bath,beds,bedrooms,10,9,10,94,true,40.72317615010667,10,-74.00507108319174,1,2,4,75,10,2,169,4.5,,21118935,,Entire home/apt,9
10,bath,beds,bedrooms,10,10,10,99,true,40.72590994054725,10,-73.95644592255847,1,2,4,25,16,2,160,5,,20794628,,Entire home/apt,10
10,bath,beds,bedrooms,10,10,10,98,true,40.721714938990374,10,-73.9587248290995,1,2,4,47,47,2,166,5,,18079072,,Entire home/apt,10
9,bath,bed,bedroom,10,10,10,98,true,40.738136495121665,10,-74.00046730935972,1,1,3,,74,1,169,5,,4672445,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.765569907376936,,-73.98700358100756,2,3,6,,,2,160,,,9737840,,Entire home/apt,
10,bath,beds,bedroom,10,10,10,98,false,40.743093402489336,10,-74.00216292664257,1,2,4,,44,1,159,5,,19088709,,Entire home/apt,10
10,bath,beds,bedrooms,10,10,10,98,true,40.7561055801498,10,-73.96983536122866,1,2,6,,26,2,153,5,,20604775,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,96,false,40.7803260542192,10,-74.01361240471262,2,5,9,1314,53,2,160,5,,15644006,,Entire home/apt,10
10,bath,bed,Studio,10,10,10,95,true,40.70371421539908,10,-74.0072615292139,1,1,3,,74,0,152,5,,14745842,,Entire home/apt,10
10,bath,beds,Studio,10,10,10,98,true,40.72670575646516,10,-73.98436645827152,1,2,4,,164,0,160,5,,2159898,,Entire home/apt,10
10,baths,beds,bedrooms,10,10,10,97,false,40.780134248358614,9,-74.01350933310398,2,5,8,1314,51,2,160,5,,15582711,,Entire home/apt,10
10,bath,beds,Studio,9,9,9,91,false,40.74808187954829,10,-73.98729887568467,1,3,6,,121,0,150,4.5,,12325789,,Entire home/apt,9
,private baths,beds,bedrooms,,,,,false,40.710059522722794,,-74.00491438745195,2,2,4,,,2,159,,,17682117,,Private room,
9,bath,beds,bedroom,9,9,10,94,false,40.72832445888075,10,-73.98519550402706,1,2,4,,44,1,151,4.5,,3562245,,Entire home/apt,9
10,bath,bed,Studio,10,10,10,99,false,40.744291476877066,10,-74.00616363421375,1,1,4,,39,0,145,5,,20150156,,Entire home/apt,10
9,bath,bed,bedroom,10,10,9,96,false,40.75118922353913,10,-73.99117820860845,1,1,3,,88,1,149,5,,269053,,Entire home/apt,10
10,bath,bed,Studio,10,9,10,95,false,40.74903701368857,10,-73.99453867919367,1,1,2,51,51,0,148,5,,12127470,,Entire home/apt,9
9,bath,beds,bedroom,10,10,10,96,true,40.74508544955057,9,-73.98254199833583,1,3,4,23,42,1,142,5,,17826986,,Entire home/apt,10
10,bath,beds,bedroom,10,9,10,94,false,40.763021465167895,10,-73.98210704854247,1,2,4,19,19,1,150,4.5,,20332555,,Entire home/apt,9
10,bath,bed,Studio,10,10,10,98,true,40.761648238511626,10,-73.99062130160746,1,1,2,,68,0,150,5,,10524365,,Entire home/apt,10
10,bath,beds,bedroom,10,10,10,93,false,40.79011424960512,9,-73.94573295410865,1,2,4,,12,1,150,4.5,,19138340,,Entire home/apt,10
,bath,bed,bedroom,,,,,false,40.76249237154134,,-73.96054428507736,1,1,3,,,1,150,,,1002469,,Entire home/apt,
,bath,beds,bedroom,,,,,true,40.740631901950366,,-73.9820503755896,1,4,6,,,1,142,,,19329734,,Entire home/apt,
,bath,beds,bedroom,,,,,false,40.76118822848609,,-73.99263452907839,1,2,4,5,,1,150,,,22398720,,Entire home/apt,
10,bath,beds,bedroom,10,10,10,95,false,40.76037852006929,10,-73.98781299174175,1,2,4,,63,1,149,5,,12388347,,Entire home/apt,10
9,baths,beds,bedrooms,9,9,9,93,true,40.76073466207056,10,-74.00229387951768,2,3,6,,99,2,135,4.5,,12904049,,Entire home/apt,9
,bath,beds,bedroom,,,,,false,40.75507491811796,,-73.97216532955198,1,2,5,83,,1,140,,,23092921,,Entire home/apt,
10,bath,bed,bedroom,10,10,10,99,false,40.72724247311311,10,-73.98261057873012,1,1,2,,48,1,130,5,,12713582,,Entire home/apt,10
,bath,bed,bedroom,,,,,false,40.76954142319625,,-73.96150242545413,1,1,3,,,1,130,,,14772799,,Entire home/apt,
10,bath,bed,Studio,10,10,9,94,true,40.75316063688478,10,-73.98510141221688,1,1,2,,81,0,139,4.5,,14524079,,Entire home/apt,10
10,bath,beds,Studio,10,10,9,96,false,40.707378041896504,10,-74.00858351642967,1,2,4,,40,0,130,5,,19700646,,Entire home/apt,10
,bath,beds,Studio,,,,,false,40.7605823421218,,-73.99602605842699,1,2,2,,,0,135,,,12403816,,Entire home/apt,
10,bath,bed,Studio,10,9,10,100,true,40.76338113279406,10,-73.97162630196426,1,1,3,10,7,0,140,5,,21252226,,Entire home/apt,9
10,bath,bed,bedroom,9,9,10,95,true,40.71275132676958,10,-73.96411338257364,1,1,3,48,47,1,135,5,,9988787,,Entire home/apt,9
,private bath,bed,Studio,,,,,false,40.74346079084628,,-73.9889505780706,1,1,2,,,0,140,,,22939870,,Private room,
9,bath,beds,bedroom,9,9,9,93,false,40.706179732478,10,-74.00759615942957,1,2,4,,133,1,133,4.5,,13826698,,Entire home/apt,9
,bath,bed,bedroom,,,,,true,40.79057858680755,,-73.9497775130456,1,1,2,,,1,137,,,41959,,Entire home/apt,
9,bath,bed,bedroom,10,9,9,85,false,40.730296050890246,10,-74.0055632211009,1,1,2,,11,1,130,4.5,,20851751,,Entire home/apt,9
10,bath,bed,bedroom,10,10,10,97,false,40.724732236488194,10,-73.95198965801474,1,1,2,,123,1,140,5,,131154,,Entire home/apt,10
9,bath,beds,bedroom,9,9,8,86,false,40.768181806083696,9,-73.95882202842449,1,2,3,21,21,1,140,4.5,,18342086,,Entire home/apt,9
10,bath,bed,bedroom,10,10,9,98,false,40.76418750356653,10,-73.98017980867812,1,1,2,,27,1,130,5,,2683387,,Private room,10
,bath,bed,bedroom,,,,,false,40.74035662737264,,-73.98301399786537,1,1,3,,,1,137,,,22452536,,Entire home/apt,
10,bath,beds,bedroom,10,10,10,98,true,40.791910219112516,9,-73.9443302279665,1,2,2,389,171,1,135,5,,3401271,,Entire home/apt,10
9,bath,bed,bedroom,10,9,10,95,false,40.79565807012217,9,-73.94137167437454,1,1,4,,29,1,134,5,,13203601,,Entire home/apt,9
10,bath,bed,Studio,9,10,10,97,true,40.764556919078416,10,-73.96883122651906,1,1,2,,15,0,136,5,,21136516,,Entire home/apt,10
10,bath,beds,bedroom,10,10,10,99,true,40.76965540902248,9,-74.02369667707761,1,3,4,,46,1,130,5,,15532237,,Entire home/apt,10
10,bath,beds,Studio,10,9,9,96,false,40.76135919977834,10,-73.99954202267297,1,2,3,,28,0,130,5,,16568422,,Entire home/apt,9
,bath,bed,Studio,,,,,false,40.75257719786791,,-73.97561663179278,1,1,2,,,0,140,,,22959398,,Entire home/apt,
,baths,beds,bedrooms,,,,,false,40.796592022604116,,-73.99976407567831,2.5,2,6,,,2,130,,,16418513,,Entire home/apt,
10,bath,beds,bedroom,10,10,10,98,true,40.72039532687442,10,-73.99172669802816,1,2,4,138,138,1,140,5,,11410116,,Entire home/apt,10
,baths,beds,bedrooms,,,,,false,40.79582653919891,,-74.00286630938683,2,3,6,4,,3,130,,,22574744,,Entire home/apt,
10,bath,beds,Studio,10,10,10,98,false,40.74409065606482,10,-73.95780383026181,1,2,3,,38,0,140,5,,20647052,,Entire home/apt,10
10,bath,bed,Studio,10,10,10,97,false,40.776536355501534,10,-73.97769733681719,1,1,2,,14,0,120,5,,20748309,,Entire home/apt,10
,bath,bed,bedroom,,,,,false,40.74031704239636,,-73.98308749821027,1,1,2,,,1,120,,,21537268,,Entire home/apt,
10,bath,bed,Studio,10,10,10,97,true,40.757845438876444,10,-73.9899548896709,1,1,2,,45,0,130,5,,19876349,,Entire home/apt,10
,bath,bed,bedroom,,,,,false,40.72785538116135,,-73.98871738735055,1,1,2,202,,1,129,,,23075478,,Entire home/apt,
10,shared bath,bed,bedroom,10,10,10,96,false,40.733520772529,10,-73.98776979623182,1,1,4,,10,1,130,5,,21487004,,Private room,10
10,bath,bed,bedroom,10,9,10,96,false,40.754806036480545,10,-73.96981755399835,1,1,2,,31,1,125,5,,16777938,,Private room,9
10,bath,bed,bedroom,10,10,10,97,false,40.806247927335455,9,-73.94727517757613,1,1,2,398,154,1,125,5,,4204496,,Entire home/apt,10
10,bath,bed,Studio,10,10,9,97,true,40.76389675982412,10,-73.98908536707133,1,1,2,,71,0,129,5,,9463253,,Entire home/apt,10
9,bath,bed,Studio,10,9,10,93,false,40.71328413240732,10,-73.9633015850253,1,1,2,,3,0,120,4.5,,21108399,,Entire home/apt,9
10,bath,beds,bedroom,10,10,10,98,false,40.76798397486295,9,-73.95274486962592,1,2,4,,13,1,130,5,,20947437,,Entire home/apt,10
10,bath,bed,Studio,10,9,10,95,false,40.75003494426544,10,-73.99216692049919,1,1,2,,60,0,129,5,,11871993,,Entire home/apt,9
10,bath,bed,bedroom,10,10,10,97,false,40.7461502470322,10,-73.99132051901205,1,1,1,,64,1,125,5,,15517665,,Private room,10
,bath,bed,bedroom,,,,,false,40.72194252181411,,-73.98266499784104,1,1,2,,,1,130,,,5782973,,Entire home/apt,
10,bath,bed,Studio,10,10,10,100,false,40.74928507236663,10,-74.00286667740912,1,1,2,7,7,0,129,5,,21366715,,Entire home/apt,10
,bath,beds,bedroom,,,,,false,40.727527628035816,,-73.98682184212718,1,2,2,2,,1,120,,,22908600,,Entire home/apt,
10,bath,bed,Studio,10,10,10,99,true,40.69681959908356,10,-73.98370474380636,1,1,2,,75,0,130,5,,4134035,,Entire home/apt,10
,bath,beds,bedroom,,,,,false,40.711857292256454,,-73.95401641121647,1,2,4,,,1,125,,,17300167,,Entire home/apt,
10,bath,beds,bedroom,10,10,10,98,false,40.72521272066565,10,-74.03474977470863,1,2,4,,12,1,120,5,,21475859,,Entire home/apt,10
10,bath,beds,Studio,10,10,10,98,true,40.75916079757624,10,-73.9683418221235,1,2,2,,79,0,125,5,,8888250,,Entire home/apt,10
9,bath,beds,bedrooms,10,10,10,92,false,40.712162676156844,9,-73.95853059724607,1,2,4,25,8,2,120,4.5,,13459841,,Entire home/apt,10
10,bath,bed,Studio,10,10,10,99,false,40.76071587912235,10,-73.96193906522211,1,1,4,,18,0,125,5,,21818296,,Entire home/apt,10
,baths,beds,bedroom,,,,,false,40.71974054333947,,-73.95340429237334,2,2,4,,,1,120,,,18991523,,Entire home/apt,
10,bath,bed,bedroom,10,10,10,99,true,40.760619974889984,10,-73.9861681845594,1,1,2,138,44,1,115,5,,9682651,,Entire home/apt,10
9,bath,bed,Studio,10,10,10,98,true,40.76864553472202,10,-73.95847438331221,1,1,2,,17,0,120,5,,20816726,,Entire home/apt,10
9,bath,beds,Studio,10,9,10,90,false,40.77459964889557,10,-73.94951603617366,1,2,4,,109,0,115,4.5,,9613532,,Entire home/apt,9
10,bath,bed,bedroom,10,10,10,97,true,40.73402442989646,10,-73.9823344104182,1,1,2,,27,1,120,5,,21453736,,Entire home/apt,10
10,bath,bed,Studio,10,10,10,100,false,40.73820440635327,10,-74.03593065627551,1,1,3,,3,0,115,5,,22729620,,Entire home/apt,10
10,bath,beds,bedrooms,10,9,10,95,true,40.761165775108935,10,-73.988424481948,1,4,6,,96,2,119,5,,13668121,,Entire home/apt,9
